,Transaction ID,Customer ID,Day,Month,Year,Date,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount
865,866,CUST866,Friday,5,2023,2023-05-05,Male,24,18 - 24,Electronics,1,50,50
866,867,CUST867,Tuesday,6,2023,2023-06-06,Male,21,18 - 24,Electronics,1,500,500
867,868,CUST868,Wednesday,12,2023,2023-12-06,Female,25,25 - 34,Electronics,1,300,300
868,869,CUST869,Wednesday,10,2023,2023-10-25,Male,37,35 - 44,Beauty,3,500,1500
869,870,CUST870,Saturday,7,2023,2023-07-08,Female,46,45 - 54,Electronics,4,30,120
870,871,CUST871,Thursday,8,2023,2023-08-31,Male,62,54 - 65,Beauty,2,30,60
871,872,CUST872,Wednesday,10,2023,2023-10-11,Female,63,54 - 65,Beauty,3,25,75
872,873,CUST873,Friday,9,2023,2023-09-29,Female,27,25 - 34,Electronics,4,25,100
873,874,CUST874,Monday,6,2023,2023-06-26,Male,60,54 - 65,Beauty,1,30,30
874,875,CUST875,Sunday,8,2023,2023-08-06,Female,51,45 - 54,Electronics,4,500,2000
875,876,CUST876,Monday,10,2023,2023-10-09,Male,43,35 - 44,Clothing,4,30,120
876,877,CUST877,Monday,6,2023,2023-06-19,Female,58,54 - 65,Clothing,1,25,25
877,878,CUST878,Friday,6,2023,2023-06-30,Female,20,18 - 24,Clothing,1,30,30
878,879,CUST879,Tuesday,12,2023,2023-12-26,Male,23,18 - 24,Clothing,1,30,30
879,880,CUST880,Monday,8,2023,2023-08-21,Male,22,18 - 24,Beauty,2,500,1000
880,881,CUST881,Friday,5,2023,2023-05-19,Male,22,18 - 24,Electronics,1,300,300
881,882,CUST882,Tuesday,6,2023,2023-06-06,Female,64,54 - 65,Electronics,2,25,50
882,883,CUST883,Tuesday,5,2023,2023-05-09,Male,40,35 - 44,Electronics,1,500,500
883,884,CUST884,Saturday,4,2023,2023-04-29,Female,26,25 - 34,Clothing,2,30,60
884,885,CUST885,Friday,3,2023,2023-03-03,Female,52,45 - 54,Clothing,4,30,120
885,886,CUST886,Sunday,4,2023,2023-04-09,Male,37,35 - 44,Electronics,3,300,900
886,887,CUST887,Sunday,6,2023,2023-06-11,Male,59,54 - 65,Clothing,4,25,100
887,888,CUST888,Friday,3,2023,2023-03-03,Female,52,45 - 54,Electronics,4,25,100
888,889,CUST889,Monday,10,2023,2023-10-02,Female,35,35 - 44,Electronics,1,50,50
889,890,CUST890,Wednesday,12,2023,2023-12-20,Male,34,25 - 34,Electronics,2,25,50
890,891,CUST891,Wednesday,4,2023,2023-04-05,Male,41,35 - 44,Electronics,3,300,900
891,892,CUST892,Sunday,4,2023,2023-04-09,Male,20,18 - 24,Electronics,1,50,50
892,893,CUST893,Friday,4,2023,2023-04-21,Male,49,45 - 54,Electronics,1,50,50
893,894,CUST894,Tuesday,9,2023,2023-09-05,Male,52,45 - 54,Electronics,1,30,30
894,895,CUST895,Monday,5,2023,2023-05-22,Female,55,54 - 65,Clothing,4,30,120
895,896,CUST896,Sunday,10,2023,2023-10-29,Female,30,25 - 34,Electronics,2,25,50
896,897,CUST897,Tuesday,9,2023,2023-09-26,Female,64,54 - 65,Electronics,2,50,100
897,898,CUST898,Thursday,11,2023,2023-11-02,Female,42,35 - 44,Clothing,3,30,90
898,899,CUST899,Thursday,5,2023,2023-05-25,Male,26,25 - 34,Clothing,2,300,600
899,900,CUST900,Tuesday,2,2023,2023-02-21,Male,21,18 - 24,Clothing,2,30,60
900,901,CUST901,Monday,4,2023,2023-04-10,Male,31,25 - 34,Electronics,1,30,30
901,902,CUST902,Thursday,6,2023,2023-06-01,Female,54,54 - 65,Beauty,1,50,50
902,903,CUST903,Thursday,4,2023,2023-04-27,Female,51,45 - 54,Beauty,4,50,200
903,904,CUST904,Tuesday,7,2023,2023-07-04,Male,28,25 - 34,Clothing,1,500,500
904,905,CUST905,Sunday,4,2023,2023-04-02,Male,58,54 - 65,Beauty,1,300,300
905,906,CUST906,Sunday,6,2023,2023-06-04,Female,20,18 - 24,Clothing,1,50,50
906,907,CUST907,Sunday,1,2023,2023-01-08,Female,45,45 - 54,Electronics,1,25,25
907,908,CUST908,Friday,12,2023,2023-12-29,Male,46,45 - 54,Beauty,4,300,1200
908,909,CUST909,Sunday,10,2023,2023-10-01,Male,26,25 - 34,Electronics,1,300,300
909,910,CUST910,Monday,3,2023,2023-03-06,Female,20,18 - 24,Beauty,3,50,150
910,911,CUST911,Sunday,5,2023,2023-05-21,Male,42,35 - 44,Electronics,3,300,900
911,912,CUST912,Tuesday,1,2023,2023-01-24,Male,51,45 - 54,Beauty,3,50,150
912,913,CUST913,Saturday,1,2023,2023-01-28,Male,29,25 - 34,Electronics,3,30,90
913,914,CUST914,Wednesday,10,2023,2023-10-11,Female,59,54 - 65,Electronics,1,500,500
914,915,CUST915,Tuesday,5,2023,2023-05-30,Female,26,25 - 34,Beauty,3,30,90
915,916,CUST916,Sunday,12,2023,2023-12-24,Female,32,25 - 34,Electronics,1,50,50
916,917,CUST917,Monday,3,2023,2023-03-06,Female,57,54 - 65,Electronics,4,50,200
917,918,CUST918,Thursday,11,2023,2023-11-23,Female,42,35 - 44,Electronics,3,30,90
918,919,CUST919,Saturday,9,2023,2023-09-09,Female,22,18 - 24,Beauty,2,25,50
919,920,CUST920,Wednesday,2,2023,2023-02-22,Female,28,25 - 34,Beauty,3,25,75
920,921,CUST921,Saturday,1,2023,2023-01-07,Male,51,45 - 54,Electronics,3,25,75
921,922,CUST922,Saturday,10,2023,2023-10-21,Male,41,35 - 44,Electronics,1,50,50
922,923,CUST923,Friday,5,2023,2023-05-26,Male,32,25 - 34,Beauty,3,300,900
923,924,CUST924,Tuesday,8,2023,2023-08-29,Male,55,54 - 65,Beauty,2,50,100
924,925,CUST925,Sunday,9,2023,2023-09-03,Male,25,25 - 34,Electronics,1,300,300
925,926,CUST926,Monday,8,2023,2023-08-14,Male,22,18 - 24,Electronics,1,30,30
926,927,CUST927,Saturday,6,2023,2023-06-24,Male,43,35 - 44,Electronics,4,500,2000
927,928,CUST928,Wednesday,4,2023,2023-04-05,Female,35,35 - 44,Clothing,4,300,1200
928,929,CUST929,Friday,1,2023,2023-01-27,Female,23,18 - 24,Beauty,3,25,75
929,930,CUST930,Wednesday,5,2023,2023-05-10,Male,54,54 - 65,Clothing,4,50,200
930,931,CUST931,Saturday,9,2023,2023-09-02,Male,30,25 - 34,Beauty,4,30,120
931,932,CUST932,Tuesday,2,2023,2023-02-28,Female,45,45 - 54,Beauty,4,25,100
932,933,CUST933,Friday,2,2023,2023-02-03,Male,22,18 - 24,Beauty,1,30,30
933,934,CUST934,Tuesday,7,2023,2023-07-25,Male,30,25 - 34,Beauty,1,500,500
934,935,CUST935,Saturday,9,2023,2023-09-09,Female,34,25 - 34,Beauty,1,50,50
935,936,CUST936,Tuesday,2,2023,2023-02-07,Male,57,54 - 65,Beauty,4,50,200
936,937,CUST937,Monday,10,2023,2023-10-23,Female,62,54 - 65,Beauty,1,500,500
937,938,CUST938,Sunday,11,2023,2023-11-19,Male,49,45 - 54,Clothing,4,50,200
938,939,CUST939,Monday,12,2023,2023-12-18,Female,46,45 - 54,Electronics,1,300,300
939,940,CUST940,Saturday,1,2023,2023-01-28,Female,20,18 - 24,Electronics,1,30,30
940,941,CUST941,Sunday,3,2023,2023-03-19,Female,57,54 - 65,Clothing,2,25,50
941,942,CUST942,Saturday,3,2023,2023-03-18,Male,51,45 - 54,Clothing,3,500,1500
942,943,CUST943,Monday,10,2023,2023-10-16,Female,57,54 - 65,Clothing,4,300,1200
943,944,CUST944,Monday,6,2023,2023-06-05,Male,44,35 - 44,Clothing,2,25,50
944,945,CUST945,Monday,2,2023,2023-02-13,Male,30,25 - 34,Beauty,1,25,25
945,946,CUST946,Monday,5,2023,2023-05-08,Male,62,54 - 65,Electronics,4,500,2000
946,947,CUST947,Thursday,3,2023,2023-03-02,Male,50,45 - 54,Beauty,1,300,300
947,948,CUST948,Friday,10,2023,2023-10-13,Female,23,18 - 24,Electronics,3,25,75
948,949,CUST949,Wednesday,8,2023,2023-08-02,Female,41,35 - 44,Electronics,2,25,50
949,950,CUST950,Tuesday,11,2023,2023-11-07,Male,36,35 - 44,Clothing,3,300,900
950,951,CUST951,Thursday,11,2023,2023-11-02,Male,33,25 - 34,Beauty,2,50,100
951,952,CUST952,Monday,11,2023,2023-11-13,Female,57,54 - 65,Clothing,1,25,25
952,953,CUST953,Wednesday,4,2023,2023-04-26,Male,45,45 - 54,Beauty,3,30,90
953,954,CUST954,Monday,9,2023,2023-09-25,Female,50,45 - 54,Electronics,3,300,900
954,955,CUST955,Friday,7,2023,2023-07-14,Male,58,54 - 65,Clothing,1,25,25
955,956,CUST956,Saturday,8,2023,2023-08-19,Male,30,25 - 34,Clothing,3,500,1500
956,957,CUST957,Tuesday,8,2023,2023-08-15,Female,60,54 - 65,Electronics,4,30,120
957,958,CUST958,Friday,6,2023,2023-06-02,Male,62,54 - 65,Electronics,2,25,50
958,959,CUST959,Sunday,10,2023,2023-10-29,Female,42,35 - 44,Electronics,2,30,60
959,960,CUST960,Tuesday,8,2023,2023-08-08,Male,59,54 - 65,Clothing,2,30,60
960,961,CUST961,Tuesday,6,2023,2023-06-06,Male,53,45 - 54,Beauty,4,50,200
961,962,CUST962,Thursday,10,2023,2023-10-19,Male,44,35 - 44,Clothing,2,30,60
962,963,CUST963,Tuesday,11,2023,2023-11-14,Female,55,54 - 65,Beauty,1,50,50
963,964,CUST964,Tuesday,1,2023,2023-01-31,Male,24,18 - 24,Clothing,3,300,900
964,965,CUST965,Thursday,11,2023,2023-11-09,Male,22,18 - 24,Clothing,4,50,200
965,966,CUST966,Monday,2,2023,2023-02-20,Male,60,54 - 65,Electronics,2,500,1000
966,967,CUST967,Monday,4,2023,2023-04-17,Male,62,54 - 65,Beauty,1,25,25
967,968,CUST968,Friday,11,2023,2023-11-17,Female,48,45 - 54,Clothing,3,300,900
968,969,CUST969,Wednesday,4,2023,2023-04-19,Female,40,35 - 44,Clothing,3,300,900
969,970,CUST970,Tuesday,5,2023,2023-05-16,Male,59,54 - 65,Electronics,4,500,2000
970,971,CUST971,Tuesday,12,2023,2023-12-05,Female,27,25 - 34,Electronics,4,50,200
971,972,CUST972,Saturday,2,2023,2023-02-11,Male,49,45 - 54,Beauty,4,25,100
972,973,CUST973,Wednesday,3,2023,2023-03-22,Male,60,54 - 65,Clothing,1,50,50
973,974,CUST974,Wednesday,5,2023,2023-05-03,Male,47,45 - 54,Beauty,1,30,30
974,975,CUST975,Thursday,3,2023,2023-03-30,Female,56,54 - 65,Clothing,4,50,200
975,976,CUST976,Tuesday,10,2023,2023-10-10,Female,48,45 - 54,Beauty,2,300,600
976,977,CUST977,Wednesday,2,2023,2023-02-08,Female,35,35 - 44,Electronics,3,25,75
977,978,CUST978,Wednesday,3,2023,2023-03-22,Female,53,45 - 54,Clothing,3,50,150
978,979,CUST979,Monday,1,2023,2023-01-02,Female,19,18 - 24,Beauty,1,25,25
979,980,CUST980,Saturday,7,2023,2023-07-29,Female,31,25 - 34,Electronics,3,25,75
980,981,CUST981,Saturday,8,2023,2023-08-19,Female,30,25 - 34,Electronics,2,30,60
981,982,CUST982,Tuesday,12,2023,2023-12-19,Female,46,45 - 54,Beauty,3,30,90
982,983,CUST983,Wednesday,11,2023,2023-11-01,Female,29,25 - 34,Clothing,1,300,300
983,984,CUST984,Tuesday,8,2023,2023-08-29,Male,56,54 - 65,Clothing,1,500,500
984,985,CUST985,Tuesday,5,2023,2023-05-30,Female,19,18 - 24,Electronics,2,25,50
985,986,CUST986,Tuesday,1,2023,2023-01-17,Female,49,45 - 54,Clothing,2,500,1000
986,987,CUST987,Saturday,4,2023,2023-04-29,Female,30,25 - 34,Clothing,3,300,900
987,988,CUST988,Sunday,5,2023,2023-05-28,Female,63,54 - 65,Clothing,3,25,75
988,989,CUST989,Thursday,12,2023,2023-12-28,Female,44,35 - 44,Electronics,1,25,25
989,990,CUST990,Thursday,5,2023,2023-05-25,Female,58,54 - 65,Beauty,2,500,1000
990,991,CUST991,Tuesday,12,2023,2023-12-26,Female,34,25 - 34,Clothing,2,50,100
991,992,CUST992,Monday,8,2023,2023-08-21,Female,57,54 - 65,Electronics,2,30,60
992,993,CUST993,Monday,2,2023,2023-02-06,Female,48,45 - 54,Electronics,3,50,150
993,994,CUST994,Monday,12,2023,2023-12-18,Female,51,45 - 54,Beauty,2,500,1000
994,995,CUST995,Sunday,4,2023,2023-04-30,Female,41,35 - 44,Clothing,1,30,30
995,996,CUST996,Tuesday,5,2023,2023-05-16,Male,62,54 - 65,Clothing,1,50,50
996,997,CUST997,Friday,11,2023,2023-11-17,Male,52,45 - 54,Beauty,3,30,90
997,998,CUST998,Sunday,10,2023,2023-10-29,Female,23,18 - 24,Beauty,4,25,100
998,999,CUST999,Tuesday,12,2023,2023-12-05,Female,36,35 - 44,Electronics,3,50,150
999,1000,CUST1000,Wednesday,4,2023,2023-04-12,Male,47,45 - 54,Electronics,4,30,120
